CurrSim,Costing Population,Unit Cost,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,y2034,y2035,y2036,y2037,y2038,y2039,y2040,y2041,y2042,y2043,y2044,y2045,y2046,y2047,y2048,y2049,y2050,y2051,y2052,y2053,y2054,y2055,y2056,y2057,y2058,y2059,y2060,y2061,y2062,y2063,y2064,y2065,y2066,y2067,y2068,y2069,y2070,y2071,y2072,y2073,y2074,y2075,y2076
0,ST distributed (PHC),147.74, 24037889,24585709,25133381,25681201,26228873,26776545,27324365,27872037,28419857,28967530,29515202,30063022,30610694,31158514,31706186,32253858,32801678,33349350,33897170,34444842,34992514,35540334,36088007,36635827,37183499,37731171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,General HCT (negative),75.88, 310808653,310182340,315540151,322881768,330914349,339303870,347384635,355840853,364220965,372385046,380495783,388660850,396641909,404126940,410881701,417355631,423490985,429342471,434858719,440116065,445161706,450017494,454724938,459353618,463963480,468543672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,General HCT (positive),110.7, 47414913,45445007,42429760,38586920,34514932,30628919,27419947,25107092,23392792,22083100,21043627,20189798,19455857,18796085,18179708,17609935,17075254,16570794,16090688,15635711,15204977,14797269,14412697,14052147,13715619,13401231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adolescent testing (negative),149.21, 351111124,355035944,362839478,368921128,372818792,376194966,381465959,386217402,390035835,391822177,391865896,390265320,387986287,386149810,385913014,385735006,385891677,386554169,388009265,389994206,392543608,395710292,399323561,403061570,406670512,410090704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adolescent testing (positive),158.68, 24394511,23533196,22205521,20531288,18717099,16939090,15467492,14329597,13367679,12459554,11599508,10808012,10089033,9460026,8918768,8432573,8005089,7639807,7333238,7072368,6847042,6653135,6485886,6339107,6206451,6084585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANC testing (negative),65.8, 55351421,56279266,57221983,58181676,59160319,60161993,61189591,62240417,63308286,64358388,65381841,66366077,67293989,68148665,68923197,69614887,70221892,70746054,71190402,71559013,71860312,72106009,72307620,72475936,72621289,72752362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANC testing (positive),100.24, 3195952,3213494,3161369,3060828,2936130,2796696,2654054,2524244,2410672,2303615,2200569,2101331,2006604,1916288,1830683,1749990,1674710,1604742,1540488,1481447,1427518,1378400,1333894,1293497,1256809,1223630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PITC (negative),75.88, 106899061,106683638,108526384,111051366,113814157,116699646,119478903,122387307,125269533,128077473,130867125,133675368,136420403,138994708,141318001,143544624,145654847,147667336,149564564,151372784,153108160,154778279,156397330,157989293,159574805,161150150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PITC (positive),110.7, 16270243,15594641,14560482,13242377,11845564,10512515,9411603,8617995,8029735,7580293,7223507,6930263,6678310,6451817,6240159,6044552,5861012,5687655,5522823,5366736,5218730,5078805,4946740,4822978,4707518,4599585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Mobile testing (negative),107.33, 324011775,323358887,328944233,336597613,344971607,353717499,362141509,370956844,379692969,388203809,396659159,405170965,413491186,421294077,428335784,435084802,441480811,447580804,453331438,458812030,464072059,469134064,474041620,478866855,483672556,488447346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Mobile testing (positive),124.34, 39160634,37534764,35045602,31872943,28510913,25302444,22652634,20742523,19326788,18244906,17386089,16680460,16074054,15528823,15019402,14548402,14106746,13689585,13292941,12917061,12561075,12224114,11906301,11608507,11330358,11070612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Home based testing (negative),107.45, 156483840,156168475,158865900,162562180,166606490,170830350,174898836,179156220,183375352,187485744,191569382,195680204,199698511,203466998,206867790,210127286,213216366,216162323,218939583,221586506,224126946,226571649,228941781,231272157,233593077,235899168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Home based testing (positive),116.71, 17732567,16996244,15869175,14432592,12910227,11457304,10257408,9392471,8751499,8261551,7872673,7553121,7278502,7031661,6801042,6587696,6387655,6198818,6019202,5849038,5687862,5535205,5391302,5256502,5130572,5012928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Partner notification (negative),69.64, 5763824,5752194,5851571,5987717,6136677,6292253,6442118,6598947,6754314,6905711,7056134,7207531,7355586,7494378,7619661,7739720,7853512,7962011,8064312,8161808,8255335,8345379,8432708,8518504,8604022,8688983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Partner notification (positive),111.06, 849276,815403,762760,695458,623935,555411,498659,457456,426804,403148,384157,368497,354948,342731,331292,320630,310746,301306,292421,284091,276095,268543,261546,254883,248774,242999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Rapid HIV tests in U15 (negative),75.88, 148521214,149047366,149661311,150320253,150998620,151722515,152498844,153336331,154368147,155433958,156517752,157646087,158825490,159987365,161104243,162173012,163165902,164048311,164796488,165400568,165859263,166180463,166377751,166461522,166446195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Rapid HIV tests in U15 (positive),110.7, 2394220,2285955,2173484,2056585,1941789,1844262,1761016,1692824,1636478,1587992,1545926,1508620,1474856,1443749,1414082,1385300,1358178,1332828,1309028,1286777,1265965,1246261,1227442,1209398,1192239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Post-Exposure Prophylaxis (PEP),1319.14, 72524998,73460268,74407411,75379617,76378206,77393944,78424192,79463674,80496561,81520214,82531994,83531902,84517300,85486868,86439287,87371919,88283445,89172545,90039220,90879512,91696060,92484905,93248687,93986087,94698422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inpatient care (ART; <200 cells/microl),8311.18, 1573788422,1780479158,1866208980,1851290411,1804905716,1734019662,1631875259,1559135812,1510166340,1472749407,1441449503,1413449138,1387235676,1361944755,1337052771,1312260521,1287310359,1262060994,1236429315,1210373766,1183877724,1156966123,1129655586,1101995979,1074012236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inpatient care (ART; 200-349 cells/microl),2623.84, 1965956725,2128776493,2245681684,2322599553,2367173347,2376243962,2327697675,2283375769,2248103488,2218212703,2190594163,2163636831,2136485335,2108651640,2079889106,2050056045,2019042256,1986797886,1953330807,1918667257,1882859712,1845989513,1808143245,1769402247,1729839988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inpatient care (ART; 350-500 cells/microl),773.65, 941746351,1010133916,1082877905,1155041656,1213844472,1255219274,1262767777,1259176493,1252837979,1246458461,1239595412,1232002037,1223546043,1214160894,1203823383,1192537377,1180290497,1167094349,1152976011,1137972616,1122123622,1105485505,1088112421,1070053109,1051350120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inpatient care (ART; >500 cells/microl),773.65, 2783193497,2975122910,3192182022,3460264899,3747467762,4033371667,4257236578,4436999571,4578460700,4690239973,4779933086,4852496814,4911312008,4958728243,4996394167,5025536015,5046908870,5061115405,5068668550,5070012380,5065537588,5055641831,5040684082,5020965291,4996737667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inpatient care (pre-ART; <200 cells/microl),3235.21, 2188577507,1993966685,1685482941,1351576917,1053342318,811303317,665450345,569286963,501480196,450700340,411324599,380027178,354695484,333883378,316565299,301964796,289473650,278638932,269111238,260631753,252999892,246066837,239722591,233879801,228467295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inpatient care (pre-ART; 200-349 cells/microl),1735.03, 1660146105,1530914131,1365196210,1174519883,986368025,816961431,704269497,622952111,562932219,517651406,482773833,455344743,433285572,415128483,399834193,386646230,375005914,364526333,354935087,346043058,337721854,329870844,322422360,315322617,308531710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inpatient care (pre-ART; 350-500 cells/microl),968.55, 972210150,899454612,829118511,749534694,667190510,587684178,534275425,492941585,460981373,436167122,416489091,400477023,387081976,375566885,365423261,356286929,347901223,340093741,332746321,325779541,319141099,312786443,306678766,300791919,295099751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inpatient care (pre-ART; >500 cells/microl),968.55, 682045162,603445392,593414120,595227245,601946077,608706556,643144319,671174156,692742796,709030902,721418656,730848459,737968270,743248805,747015496,749500795,750877104,751263556,750747319,749398129,747287658,744470146,740986272,736875746,732181184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RetentionIntervention,2.04204e+09, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Adults (1st line 1st year),5166.48, 861593204,1796343764,2395443618,2676050647,2683666038,2508878853,1997340502,1654244898,1415176369,1242776098,1114637061,1016727099,939891208,878058775,827112116,784271664,747589656,715681476,687601657,662673391,640416195,620463249,602530397,586390314,571836339,558687648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Adults (1st line followup),3145.62, 15011876928,15627106724,16507616092,17701822415,19039459572,20382224090,21505367711,22327818371,22945819459,23402119950,23739267502,23984037631,24147150610,24251956377,24301720086,24309269574,24275778158,24249106446,24221761571,24189449762,24147638181,24090686731,23998667909,23875862905,23725681569,-340157910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Adults (2nd line followup),3991.15, 1918194584,2007340910,2041980101,2066948735,2088229547,2090943529,2069894204,2051131808,2035650137,2042335313,2062334966,2091849520,2138210719,2186499643,2243050247,2299369365,2358829517,2364604711,2329538467,2261956324,2170139919,2063863577,1970773994,1887442773,1811259702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Neonates,1844.24, 3430286,3446885,3360205,3208978,3028242,2834597,2591157,2410422,2268415,2148540,2043418,1949362,1860838,1779692,1702234,1626620,1554694,1484613,1418221,1355516,1296501,1241174,1189535,1141585,1097323,1056750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids <1,4942.99, 9193961,9238448,9006128,8600803,8116390,7597376,6944901,6460488,6079878,5758583,5476833,5224740,4987477,4769985,4562380,4359717,4166941,3979107,3801159,3633098,3474922,3326632,3188229,3059711,2941079,2832333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids 1-2 (1st year),6636.97, 10260756,10446591,10977548,11170021,11123562,10924453,10141290,9451045,8893540,8435589,8030734,7665700,7327215,7008640,6709977,6424587,6152471,5893629,5654698,5422404,5210021,5004275,4818440,4645879,4479955,4333941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids 1-2 (followup),4677.52, 34852202,33963473,33168294,31353417,29061432,26624444,24327782,22213542,20595121,19355578,18335878,17447150,16651971,15922278,15239360,14584507,13953042,13340287,12741564,12170907,11623637,11109110,10622648,10159573,9733919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids 3-5 (1st year),7309.84, 8771808,9817115,11037858,12119715,12901868,13303909,12280531,11366801,10570029,9868284,9268877,8764498,8340527,7960416,7602234,7273291,6966278,6673884,6396110,6132956,5884421,5643196,5423901,5219226,5029170,4846424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids 3-5 (followup),5350.39, 86317842,82636774,81994727,81871668,81572046,80250500,77281033,72588741,67179497,61941465,57447137,53905179,51026669,48544088,46307625,44269127,42364388,40566657,38838481,37179860,35585444,34060583,32605277,31235577,29946133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids 6-9 (1st year),6919.21, 9202549,10579472,12018668,13098065,13776147,14039077,12641397,11603515,10759372,10025935,9340934,8697447,8116233,7618050,7189059,6822341,6497138,6206531,5936682,5680671,5445418,5217084,5002589,4801932,4608194,4428294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids 6-9 (followup),4959.77, 155905410,141765106,136616865,133125187,131706692,131939802,133432692,133472370,131404146,127029629,120219865,112185038,104110532,96760153,90495963,85397320,81117038,77332734,73880734,70681682,67676062,64819234,62091361,59472602,56977838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids 10-14 (1st year),5037.55, 4211392,6513552,8392558,9405106,9697284,9656983,8196094,7148283,6352351,5732732,5249127,4871311,4558983,4281918,4014927,3752975,3511172,3294558,3108168,2946967,2810953,2685014,2569151,2458324,2352536,2256822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ART Paeds Kids 10-14 (followup),3078.1, 194991479,185661758,171311656,156081217,142531421,135442556,129434105,126128226,123724230,121788105,120396803,118774645,116281384,112544570,107481096,101094038,94343765,87929005,82194504,77272622,73169515,69651247,66490038,63578156,60857115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Additional CD4 counts required,87.88, 91738196,99390435,105128823,109641637,113282066,114523986,115794730,116857551,117602246,118044898,118236037,118219428,118028201,117687578,117216365,116627393,115936481,115154525,114289258,113346569,112332171,111248874,110098613,108884462,107610378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Incremental POCVL costs across all populations,147.82, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
